paper_id,axis,coder_1,coder_2,adjudicated,rationale
7137,loop_mechanism,deliberative_search,multi_agent_coordination,multi_agent_coordination,TUMIX runs a mixture of agents with distinct tool-use strategies that share and refine answers; the abstract credits agent diversity and auto-optimised agent designs.
7863,loop_mechanism,critique_and_revision,deliberative_search,critique_and_revision,"Gome replaces tree search with directed updates: structured diagnostic reasoning mapped to a gradient, success memory to momentum. Revision from diagnosis is the claim."
8344,loop_mechanism,loop_evaluation_and_diagnosis,verification_and_gating,verification_and_gating,The object is the monitor - a check flagging covert misbehaviour; the paper proposes a hybrid hierarchical-sequential scaffolding and escalation of pre-flagged cases to humans.
8716,loop_mechanism,planning_and_control_flow,critique_and_revision,critique_and_revision,Models three feedback cycles as proportional contractions and proves convergence at the slowest loop's gain; the ablation varies how many revision loops are active.
8739,loop_mechanism,verification_and_gating,multi_agent_coordination,verification_and_gating,"Contribution is evidence closure: an independent Security QA gate, a triage-first gate and bounded autonomy deciding what may stand; role separation is the vehicle."
8845,loop_mechanism,multi_agent_coordination,planning_and_control_flow,multi_agent_coordination,Claim is the hierarchy - supervisor over planning agent over execution agents - evaluated against flat multi-agent and single-agent baselines; decomposition itself is standard.
8932,loop_mechanism,multi_agent_coordination,budget_and_termination_control,budget_and_termination_control,"Decision-quality differences were not significant; the only reliable result is the multi-agent loop's higher latency and token cost, framed as a cost-bearing design choice."
9964,loop_mechanism,critique_and_revision,verification_and_gating,critique_and_revision,"The check is an off-the-shelf length-deviation test; the contribution is regenerating deviant outputs with multiple agents, cutting the error rate from 23.89% to 1.48%."
10565,loop_mechanism,loop_evaluation_and_diagnosis,critique_and_revision,critique_and_revision,No abstract; coded from title. Studies the feedback loops of a C-to-Rust translation system under code perturbations - an audit of the revise-on-feedback cycle it names.
10712,loop_mechanism,planning_and_control_flow,deliberative_search,deliberative_search,"No abstract; coded from title. A reward model learned automatically then used to guide planning, i.e. scoring and selecting among candidate trajectories."
10770,loop_mechanism,verification_and_gating,critique_and_revision,verification_and_gating,No abstract; coded from title. Divide-Verify-Refine's middle step checks each decomposed constraint; the novelty is producing a reliable per-constraint judgement.
10785,loop_mechanism,loop_evaluation_and_diagnosis,self_evolution,loop_evaluation_and_diagnosis,No abstract; coded from title. Foregrounds offline evaluation of multi-agent LLM workflows; the iterative refinement is what that instrument enables.
